movie_name,director,cast_name,country_name,subgenre_name
Underdog,Frederik Du Chau,"Jason Lee (voice), Peter Dinklage (voice), James Belushi (voice)",United States,"Animation
"
Vexille,Fumihiko Sori,,United States,"Anime
"
20th Century Boys,Yukihiko Tsutsumi,"Toshiaki Karasawa, Etsushi Toyokawa, Takako Tokiwa",Japan,"
"
Alien Raiders,Ben Rock,"Carlos Bernard, Mathew St. Patrick, Courtney Ford, Rockmond Dunbar",United States,"Horror
"
Babylon A.D.,Mathieu Kassovitz,"Vin Diesel, Michelle Yeoh",FranceUnited States,"Action adventure
"
Blindness,Fernando Meirelles,"Julianne Moore, Mark Ruffalo, Danny Glover",United States,"[relevant?]Psychological thriller
"
City of Ember,Gil Kenan,"Saoirse Ronan, Harry Treadaway, Bill Murray, Mackenzie Crook,",United States,"Fantasy adventure
"
CJ7,Stephen Chow,"Stephen Chow, Kitty Zhang Yuqi",Hong Kong,"Comedy
"
The Clone Returns Home,Kanji Nakajima,"Mitsuhiro Oikawa, Eri Ishida, Hiromi Nagasaku, Kyûsaku Shimada",Japan,"
"
Cloverfield,Matt Reeves,"Michael Stahl-David, Mike Vogel, Odette Yustman",United States,"Monster movie[nb 22]
"
Cyborg Soldier,John Stead,"Rich Franklin, Tiffani Thiessen, Bruce Greenwood",United States,"
"
Dance of the Dead,Gregg Bishop,"Jared Kusnitz, Grayson Chadwick, Chandler Darby",United States,"Horror comedy[83]
"
Dante 01,Marc Caro,"Lambert Wilson, Dominique Pinon",France,"Thriller
"
Dasavathaaram,K.S.Ravikumar,"Kamal Hassan, Asin Thottumkal",India,"Action disaster
"
The Day the Earth Stood Still,Scott Derrickson,"Keanu Reeves, Jennifer Connelly, Kathy Bates",United States,"Drama thriller[nb 23]
"
Death Race,Paul W. S. Anderson,"Jason Statham, Joan Allen, Ian McShane",United States,"Action
"
Doomsday,Neil Marshall,"Rhona Mitra, Bob Hoskins, Malcolm McDowell",United Kingdom,"Action thriller
"
Far Cry,Uwe Boll,"Til Schweiger, Emmanuelle Vaugier, Craig Fairbrass",Canada,"Action adventure
"
Franklyn,Gerald McMorrow,"Ryan Phillippe, Eva Green, Sam Riley",United Kingdom,"Fantasy drama
"
The Happening,M. Night Shyamalan,"Mark Wahlberg, Zooey Deschanel, John Leguizamo",United States,"Thriller
"
"Hellboy II: The Golden Army
","Guillermo del Toro
","Ron Perlman, Selma Blair, Doug Jones, Jeffrey Tambor, John Hurt
","United States
","Superhero
"
The Inhabited Island,Fyodor Bondarchuk,"Sergei Barkovsky, Fyodor Bondarchuk, Pyotr Fyodorov",Russia,"Action adventure
"
The Incredible Hulk,Louis Leterrier,"Edward Norton, Liv Tyler, Tim Roth, William Hurt",United States,"Superhero
"
Iron Man,Jon Favreau,"Robert Downey Jr., Terrence Howard, Gwyneth Paltrow, Jeff Bridges",United States,"Superhero[nb 24]
"
Jumper,Doug Liman,"Hayden Christensen, Samuel L. Jackson, Rachel Bilson",United States,"Action adventure
"
Justice League: The New Frontier,Dave Bullock,"David Boreanaz, Miguel Ferrer, Neal Patrick Harris",United States,"Animated superhero film[84]
"
Love Story 2050,Harry Baweja,"Priyanka Chopra, Harman Baweja",India,"Action drama
"
Meet Dave,Brian Robbins,"Eddie Murphy, Gabrielle Union, Ed Helms",United States,"Family comedy
"
The Mutant Chronicles,Simon Hunter,"Thomas Jane, Ron Perlman, Devon Aoki",United States,"Action horror
"
Outlander,Howard McCain,"James Caviezel, Jack Huston, Sophia Myles",United States,"Action adventure
"
Repo! The Genetic Opera,Darren Lynn Bousman,"Alexa Vega, Anthony Stewart Head, Paris Hilton",United States,"Musical film[85]
"
Sleep Dealer,Alex Rivera,"Luis Fernando Peña, Leonor Varela, Jacob Vargas",MexicoUnited States,"Cyberpunk
"
Star Wars: The Clone Wars,Dave Filoni,"Matt Lanter (voice), James Arnold Taylor (voice), Ashley Eckstein (voice)",United States,"Animation
"
Tokyo Gore Police,Yoshihiro Nishimura,"Eihi Shiina, Itsuji Itao, Yukihide Benny",United StatesJapan,"Gore
"
WALL-E,Andrew Stanton,"Ben Burtt (voice), Elissa Knight (voice), Jeff Garlin (voice)",United States,"Animation[nb 25]
"
The X-Files: I Want to Believe,Chris Carter,"David Duchovny, Gillian Anderson, Amanda Peet",United States,"Thriller
"
20th Century Boys 2: The Last Hope,Yukihiko Tsutsumi,"Toshiaki Karasawa, Etsushi Toyokawa, Takako Tokiwa",Japan,"
"
20th Century Boys 3: Redemption,Yukihiko Tsutsumi,"Naoto Takenaka, Teruyuki Kagawa, Takako Tokiwa",Japan,"
"
2012,Roland Emmerich,"John Cusack, Amanda Peet, Danny Glover, Woody Harrelson",United States,"Disaster
"
9,Shane Acker,"Elijah Wood (voice), Jennifer Connelly (voice), Christopher Plummer (voice)",United States,"Animation
"
Alien Trespass,R. W. Goodwin,"Eric McCormack, Jenni Baird, Robert Patrick",United States,"Comedy[86]
"
Astroboy,David Bowers,"Nicolas Cage (voice), Donald Sutherland (voice), Freddie Highmore (voice)",Hong KongUnited States,"Animated
"
Avatar,James Cameron,"Sam Worthington, Zoe Saldana, Sigourney Weaver, Stephen Lang",United States,"Action adventure[nb 26]
"
Battle for Terra,Keith Calder,"Brian Cox (voice), James Garner (voice), Evan Rachel Wood (voice)",United States,"Animated action
"
The Box,Richard Kelly,"Cameron Diaz, James Marsden, Frank Langella",United States,"Psychological horror
"
Cargo,"Ivan Engler, Ralph Etter","Anna-Katharina Schwabroh, Martin Rapold",Switzerland,"Mystery thriller
"
District 9,Neill Blomkamp,"Jason Cope, Robert Hobbs, Sharlto Copley",United StatesNew ZealandSouth Africa,"Thriller
"
Dragonball Evolution,James Wong,"Justin Chatwin, Chow Yun-fat, Emmy Rossum",United States,"Science fantasy, action adventure
"
"Evangelion: 2.0 You Can (Not) Advance
","Kazuya Tsurumaki, Hideaki Anno, Masayuki
","Megumi Ogata (voice), Megumi Hayashibara (voice), Yūko Miyamura (voice)
","Japan
","Anime, mecha
"
Frequently Asked Questions About Time Travel,Gareth Carrivick,"Chris O'Dowd, Marc Wootton, Anna Faris",United Kingdom,"Comedy
"
Gamer,"Mark Neveldine, Brian Taylor","Gerard Butler, Michael C. Hall",United States,"Thriller[87]
"
G.I. Joe: The Rise of Cobra,Stephen Sommers,"Channing Tatum, Marlon Wayans, Dennis Quaid",United States,"Action[88]
"
Green Lantern: First Flight,Lauren Montgomery,"Christopher Meloni, Victor Garber, Tricia Heifer",United States,"Animated superhero film[89]
"
Kenny Begins,"Carl Åstrand, Mats Lindberg","Johan Rheborg, Bill Skarsgård",Sweden,"Comedy
"
Knowing,Alex Proyas,"Nicolas Cage, Rose Byrne, Chandler Canterbury",United States,"Disaster thriller
"
Land of the Lost,Brad Silberling,"Will Ferrell, Anna Friel, Danny McBride",United States,"Comedy[nb 27]
"
Metropia,Tarik Saleh,"Vincent Gallo (voice), Juliette Lewis (voice), Udo Kier (voice)",Sweden,"Animation
"
Mock-Up on Mu,Craig Baldwin,"Stoney Burke, Jeri Lynn Cohen, David Cox, Ed Holmes, Damon Packard",United States,"Comedy[90][91]
"
Monsters vs. Aliens,"Conrad Vernon, Rob Letterman","Reese Witherspoon (voice), Hugh Laurie (voice), Kiefer Sutherland (voice), Stephen Colbert (voice)",United States,"Animated comedy
"
Moon,Duncan Jones,"Sam Rockwell, Kevin Spacey",United Kingdom,"Drama[nb 28]
"
Mr. Nobody,Jaco Van Dormael,"Jared Leto, Diane Kruger, Sarah Polley",BelgiumCanadaFranceGermany,"Fantasy drama[nb 29]
"
Pandorum,Christian Alvart,"Dennis Quaid, Ben Foster, Cam Gigandet",United StatesGermany,"Action thriller
"
Planet 51,Jorge Blanco [fr],"Dwayne Johnson (voice), Justin Long (voice), Jessica Biel (voice)",SpainUnited States,"Animation
"
Push,Paul McGuigan,"Chris Evans, Dakota Fanning, Camilla Belle, Djimon Hounsou",United StatesHong Kong,"Action thriller
"
Race to Witch Mountain,Andy Fickman,"Dwayne Johnson, Carla Gugino, AnnaSophia Robb",United States,"Adventure[92]
"
Redline,Takeshi Koike,"Takuya Kimura (voice), Yū Aoi (voice), Tadanobu Asano (voice)",Japan,"Anime
"
Robo-geisha,Noboru Iguchi,,Japan,"Action
"
Screamers: The Hunting,Sheldon Wilson,"Gina Holden, Jana Pallaske, Lance Henriksen",United States,"Horror
"
Space Battleship Yamato: Resurrection,,,Japan,"Anime
"
Splice,Vincenzo Natali,"Adrien Brody, Sarah Polley, David Hewlett",CanadaUnited States,"Horror
"
Star Trek,J. J. Abrams,"Chris Pine, Eric Bana, Zachary Quinto, Zoe Saldana",United States,"Action adventure[nb 30]
"
Stingray Sam,Cory McAbee,"Cory McAbee, Joshua Taylor",United States,"Musical western comedy
"
Superman/Batman: Public Enemies,Sam Liu,"Kevin Conroy, Tim Daly, Clancy Brown",United States,"Animated superhero film[93]
"
Surrogates,Jonathan Mostow,"Bruce Willis, Radha Mitchell",United States,"Action
"
Terminator Salvation,McG,"Christian Bale, Sam Worthington",United States,"Action
"
Tetsuo: The Bullet Man,Shinya Tsukamoto,"Eric Bossick, Akiko Monō, Shinya Tsukamoto",Japan,"Cyberpunk action
"
The Time Traveler's Wife,Robert Schwentke,"Eric Bana, Rachel McAdams, Ron Livingston",United States,"Time travel mystery drama
"
Transformers: Revenge of the Fallen,Michael Bay,"Shia LaBeouf, Megan Fox, Josh Duhamel, Tyrese Gibson",United States,"Action thriller[nb 31]
"
Watchmen,Zack Snyder,"Jackie Earle Haley, Patrick Wilson, Carla Gugino",United States,"Superhero
"
Zone of the Dead,"Milan Konjević, Milan Todorović","Ken Foree, Kristina Klebe, Emilio Roso",Serbia,"Horror[94]
"
